epoch,step,train_loss,train_loss_0,train_loss_1,train_loss_2,train_mean_squared_error,train_mean_squared_error_0,train_mean_squared_error_1,train_mean_squared_error_2,valid_loss,valid_loss_0,valid_loss_1,valid_loss_2,valid_mean_squared_error,valid_mean_squared_error_0,valid_mean_squared_error_1,valid_mean_squared_error_2
5,3199,3.929682493209839,,,,,,,,,,,,,,,
5,3249,3.931558132171631,,,,,,,,,,,,,,,
5,3299,3.901526689529419,,,,,,,,,,,,,,,
5,3299,,,,,,,,,3.7659358978271484,0.9773923754692078,0.17017915844917297,2.618364095687866,3.7659354209899902,0.9773923754692078,0.17017915844917297,2.618364095687866
5,3299,,1.0608755350112915,0.2138250768184662,2.7001233100891113,3.974825382232666,1.0608755350112915,0.2138250768184662,2.7001233100891113,,,,,,,,
6,3349,3.9240660667419434,,,,,,,,,,,,,,,
6,3399,3.946427822113037,,,,,,,,,,,,,,,
6,3449,3.970015525817871,,,,,,,,,,,,,,,
6,3499,3.867023468017578,,,,,,,,,,,,,,,
6,3549,3.9097304344177246,,,,,,,,,,,,,,,
6,3599,3.8815550804138184,,,,,,,,,,,,,,,
6,3649,3.8710858821868896,,,,,,,,,,,,,,,
6,3699,3.9106078147888184,,,,,,,,,,,,,,,
6,3749,3.807603359222412,,,,,,,,,,,,,,,
6,3799,3.899728298187256,,,,,,,,,,,,,,,
6,3849,3.789299488067627,,,,,,,,,,,,,,,
6,3849,,,,,,,,,3.701991319656372,0.9436449408531189,0.16643071174621582,2.5919156074523926,3.701991319656372,0.9436449408531189,0.16643071174621582,2.5919156074523926
6,3849,,1.0258362293243408,0.20555847883224487,2.6747019290924072,3.9060986042022705,1.0258362293243408,0.20555847883224487,2.6747019290924072,,,,,,,,
7,3899,3.850224494934082,,,,,,,,,,,,,,,
7,3949,3.8712260723114014,,,,,,,,,,,,,,,
7,3999,3.870609760284424,,,,,,,,,,,,,,,
7,4049,3.771925687789917,,,,,,,,,,,,,,,
7,4099,3.85318660736084,,,,,,,,,,,,,,,
7,4149,3.8629095554351807,,,,,,,,,,,,,,,
7,4199,3.8239476680755615,,,,,,,,,,,,,,,
7,4249,3.8680362701416016,,,,,,,,,,,,,,,
7,4299,3.849435329437256,,,,,,,,,,,,,,,
7,4349,3.7706656455993652,,,,,,,,,,,,,,,
7,4399,3.76997709274292,,,,,,,,,,,,,,,
7,4399,,,,,,,,,3.6325087547302246,0.9091416001319885,0.16320772469043732,2.560159921646118,3.6325087547302246,0.9091416001319885,0.16320772469043732,2.560159921646118
7,4399,,0.993539571762085,0.19957733154296875,2.644390106201172,3.8375048637390137,0.993539571762085,0.19957733154296875,2.644390106201172,,,,,,,,
8,4449,3.812138557434082,,,,,,,,,,,,,,,
8,4499,3.72755765914917,,,,,,,,,,,,,,,
8,4549,3.7957704067230225,,,,,,,,,,,,,,,
8,4599,3.7961652278900146,,,,,,,,,,,,,,,
8,4649,3.831181049346924,,,,,,,,,,,,,,,
8,4699,3.7594635486602783,,,,,,,,,,,,,,,
8,4749,3.7492806911468506,,,,,,,,,,,,,,,
8,4799,3.810883045196533,,,,,,,,,,,,,,,
8,4849,3.7631824016571045,,,,,,,,,,,,,,,
8,4899,3.756488800048828,,,,,,,,,,,,,,,
8,4949,3.7749791145324707,,,,,,,,,,,,,,,
8,4949,,,,,,,,,3.558222770690918,0.8780507445335388,0.16102375090122223,2.5191490650177,3.558222770690918,0.8780507445335388,0.16102375090122223,2.5191490650177
8,4949,,0.9631282091140747,0.19508284330368042,2.613051176071167,3.7712621688842773,0.9631282091140747,0.19508284330368042,2.613051176071167,,,,,,,,
9,4999,3.6831789016723633,,,,,,,,,,,,,,,
9,5049,3.694502830505371,,,,,,,,,,,,,,,
9,5099,3.715536594390869,,,,,,,,,,,,,,,
9,5149,3.7664639949798584,,,,,,,,,,,,,,,
9,5199,3.7589938640594482,,,,,,,,,,,,,,,
9,5249,3.718899965286255,,,,,,,,,,,,,,,
9,5299,3.6112680435180664,,,,,,,,,,,,,,,
9,5349,3.720635175704956,,,,,,,,,,,,,,,
9,5399,3.6549019813537598,,,,,,,,,,,,,,,
9,5449,3.7148289680480957,,,,,,,,,,,,,,,
9,5499,3.6136956214904785,,,,,,,,,,,,,,,
9,5499,,,,,,,,,3.4770054817199707,0.8469340205192566,0.15915679931640625,2.470914602279663,3.4770054817199707,0.8469340205192566,0.15915679931640625,2.470914602279663
9,5499,,0.9374786615371704,0.1916029453277588,2.57260799407959,3.7016897201538086,0.9374786615371704,0.1916029453277588,2.57260799407959,,,,,,,,
10,5549,3.6996335983276367,,,,,,,,,,,,,,,
10,5599,3.6603798866271973,,,,,,,,,,,,,,,
10,5649,3.641862392425537,,,,,,,,,,,,,,,
10,5699,3.6050243377685547,,,,,,,,,,,,,,,
10,5749,3.573719024658203,,,,,,,,,,,,,,,
10,5799,3.5979342460632324,,,,,,,,,,,,,,,
10,5849,3.673947811126709,,,,,,,,,,,,,,,
10,5899,3.635814666748047,,,,,,,,,,,,,,,
10,5949,3.642401695251465,,,,,,,,,,,,,,,
10,5999,3.5782933235168457,,,,,,,,,,,,,,,
10,6049,3.7132890224456787,,,,,,,,,,,,,,,
10,6049,,,,,,,,,3.431572914123535,0.8235830068588257,0.15828917920589447,2.4497008323669434,3.431572914123535,0.8235830068588257,0.15828917920589447,2.4497008323669434
10,6049,,0.9117770791053772,0.18863235414028168,2.5419812202453613,3.642390251159668,0.9117770791053772,0.18863235414028168,2.5419812202453613,,,,,,,,
11,6099,3.578390121459961,,,,,,,,,,,,,,,
11,6149,3.5907585620880127,,,,,,,,,,,,,,,
11,6199,3.5956993103027344,,,,,,,,,,,,,,,
11,6249,3.6992063522338867,,,,,,,,,,,,,,,
11,6299,3.629058837890625,,,,,,,,,,,,,,,
11,6349,3.655144453048706,,,,,,,,,,,,,,,
11,6399,3.5656604766845703,,,,,,,,,,,,,,,
11,6449,3.5774993896484375,,,,,,,,,,,,,,,
11,6499,3.6165614128112793,,,,,,,,,,,,,,,
11,6549,3.641634941101074,,,,,,,,,,,,,,,
11,6599,3.8922667503356934,,,,,,,,,,,,,,,
11,6599,,,,,,,,,3.3994927406311035,0.8077857494354248,0.1575942039489746,2.434112787246704,3.3994927406311035,0.8077857494354248,0.1575942039489746,2.434112787246704
11,6599,,0.8945598602294922,0.1861487627029419,2.522336721420288,3.6030445098876953,0.8945598602294922,0.1861487627029419,2.522336721420288,,,,,,,,
12,6649,3.52647066116333,,,,,,,,,,,,,,,
12,6699,3.564296245574951,,,,,,,,,,,,,,,
12,6749,3.5257949829101562,,,,,,,,,,,,,,,
12,6799,3.6064586639404297,,,,,,,,,,,,,,,
12,6849,3.5137720108032227,,,,,,,,,,,,,,,
12,6899,3.5839295387268066,,,,,,,,,,,,,,,
12,6949,3.5787148475646973,,,,,,,,,,,,,,,
12,6999,3.479158401489258,,,,,,,,,,,,,,,
12,7049,3.618100166320801,,,,,,,,,,,,,,,
12,7099,3.5683631896972656,,,,,,,,,,,,,,,
12,7149,3.610891342163086,,,,,,,,,,,,,,,
12,7149,,,,,,,,,3.377845287322998,0.7971928119659424,0.1569894552230835,2.4236631393432617,3.377845287322998,0.7971928119659424,0.1569894552230835,2.4236631393432617
12,7149,,0.8832182288169861,0.18401381373405457,2.5072743892669678,3.5745081901550293,0.8832182288169861,0.18401381373405457,2.5072743892669678,,,,,,,,
13,7199,3.5752875804901123,,,,,,,,,,,,,,,
13,7249,3.483368396759033,,,,,,,,,,,,,,,
13,7299,3.4785714149475098,,,,,,,,,,,,,,,
13,7349,3.5619587898254395,,,,,,,,,,,,,,,
13,7399,3.463026523590088,,,,,,,,,,,,,,,
13,7449,3.5710558891296387,,,,,,,,,,,,,,,
13,7499,3.5710949897766113,,,,,,,,,,,,,,,
13,7549,3.5296242237091064,,,,,,,,,,,,,,,
13,7599,3.4797277450561523,,,,,,,,,,,,,,,
13,7649,3.5323009490966797,,,,,,,,,,,,,,,
13,7699,3.603482246398926,,,,,,,,,,,,,,,
13,7699,,,,,,,,,3.361394166946411,0.7884876132011414,0.15666842460632324,2.416238784790039,3.361394166946411,0.7884876132011414,0.15666842460632324,2.416238784790039
13,7699,,0.8710463047027588,0.18221473693847656,2.4967403411865234,3.550002098083496,0.8710463047027588,0.18221473693847656,2.4967403411865234,,,,,,,,
14,7749,3.598254680633545,,,,,,,,,,,,,,,
14,7799,3.568402051925659,,,,,,,,,,,,,,,
14,7849,3.565990686416626,,,,,,,,,,,,,,,
14,7899,3.4970388412475586,,,,,,,,,,,,,,,
14,7949,3.5582919120788574,,,,,,,,,,,,,,,
14,7999,3.4924983978271484,,,,,,,,,,,,,,,
14,8049,3.505852699279785,,,,,,,,,,,,,,,
14,8099,3.499014139175415,,,,,,,,,,,,,,,
14,8149,3.555232524871826,,,,,,,,,,,,,,,
14,8199,3.5104408264160156,,,,,,,,,,,,,,,
14,8249,3.598541736602783,,,,,,,,,,,,,,,
14,8249,,,,,,,,,3.3442461490631104,0.778121829032898,0.15654700994491577,2.4095771312713623,3.344245672225952,0.778121829032898,0.15654700994491577,2.4095771312713623
14,8249,,0.8595392107963562,0.18058589100837708,2.487093925476074,3.527221202850342,0.8595392107963562,0.18058589100837708,2.487093925476074,,,,,,,,
15,8299,3.4998745918273926,,,,,,,,,,,,,,,
15,8349,3.4776110649108887,,,,,,,,,,,,,,,
15,8399,3.51863956451416,,,,,,,,,,,,,,,
15,8449,3.51216459274292,,,,,,,,,,,,,,,
15,8499,3.536196231842041,,,,,,,,,,,,,,,
15,8549,3.542240619659424,,,,,,,,,,,,,,,
15,8599,3.5245201587677,,,,,,,,,,,,,,,
15,8649,3.5174667835235596,,,,,,,,,,,,,,,
15,8699,3.4121932983398438,,,,,,,,,,,,,,,
15,8749,3.53360652923584,,,,,,,,,,,,,,,
15,8799,3.540349006652832,,,,,,,,,,,,,,,
15,8799,,,,,,,,,3.3301870822906494,0.7695373892784119,0.1565045863389969,2.4041450023651123,3.3301873207092285,0.7695373892784119,0.1565045863389969,2.4041450023651123
15,8799,,0.8503694534301758,0.17933550477027893,2.477999210357666,3.507702350616455,0.8503694534301758,0.17933550477027893,2.477999210357666,,,,,,,,
16,8849,3.449528217315674,,,,,,,,,,,,,,,
16,8899,3.483767032623291,,,,,,,,,,,,,,,
16,8949,3.481198787689209,,,,,,,,,,,,,,,
16,8999,3.4811205863952637,,,,,,,,,,,,,,,
16,9049,3.4908483028411865,,,,,,,,,,,,,,,
16,9099,3.484597682952881,,,,,,,,,,,,,,,
16,9149,3.4800970554351807,,,,,,,,,,,,,,,
16,9199,3.5162012577056885,,,,,,,,,,,,,,,
16,9249,3.533720016479492,,,,,,,,,,,,,,,
16,9299,3.4255919456481934,,,,,,,,,,,,,,,
16,9349,3.484950304031372,,,,,,,,,,,,,,,
16,9349,,,,,,,,,3.3164796829223633,0.7622485756874084,0.15642571449279785,2.39780592918396,3.3164796829223633,0.7622485756874084,0.15642571449279785,2.39780592918396
16,9349,,0.8433268070220947,0.17824284732341766,2.4702999591827393,3.4918699264526367,0.8433268070220947,0.17824284732341766,2.4702999591827393,,,,,,,,
17,9399,3.505051851272583,,,,,,,,,,,,,,,
17,9449,3.433624029159546,,,,,,,,,,,,,,,
17,9499,3.484642505645752,,,,,,,,,,,,,,,
17,9549,3.4269826412200928,,,,,,,,,,,,,,,
17,9599,3.4718523025512695,,,,,,,,,,,,,,,
17,9649,3.4673547744750977,,,,,,,,,,,,,,,
17,9699,3.42972993850708,,,,,,,,,,,,,,,
17,9749,3.575324058532715,,,,,,,,,,,,,,,
17,9799,3.4330689907073975,,,,,,,,,,,,,,,
17,9849,3.411001443862915,,,,,,,,,,,,,,,
17,9899,3.571575880050659,,,,,,,,,,,,,,,
17,9899,,,,,,,,,3.303459644317627,0.7547152042388916,0.1560424268245697,2.392702579498291,3.303459644317627,0.7547152042388916,0.1560424268245697,2.392702579498291
17,9899,,0.8354994654655457,0.17726916074752808,2.464069366455078,3.476837635040283,0.8354994654655457,0.17726916074752808,2.464069366455078,,,,,,,,
18,9949,3.432830810546875,,,,,,,,,,,,,,,
18,9999,3.426288366317749,,,,,,,,,,,,,,,
18,10049,3.4617416858673096,,,,,,,,,,,,,,,
18,10099,3.4348676204681396,,,,,,,,,,,,,,,
18,10149,3.4726455211639404,,,,,,,,,,,,,,,
18,10199,3.5167236328125,,,,,,,,,,,,,,,
18,10249,3.4179747104644775,,,,,,,,,,,,,,,
18,10299,3.4018824100494385,,,,,,,,,,,,,,,
18,10349,3.4924302101135254,,,,,,,,,,,,,,,
18,10399,3.443195343017578,,,,,,,,,,,,,,,
18,10449,3.512244701385498,,,,,,,,,,,,,,,
18,10449,,,,,,,,,3.289625883102417,0.7465927004814148,0.15590491890907288,2.38712739944458,3.289625883102417,0.7465927004814148,0.15590491890907288,2.38712739944458
18,10449,,0.8276970982551575,0.1764405071735382,2.4572997093200684,3.461435556411743,0.8276970982551575,0.1764405071735382,2.4572997093200684,,,,,,,,
19,10499,3.445345401763916,,,,,,,,,,,,,,,
19,10549,3.4330925941467285,,,,,,,,,,,,,,,
19,10599,3.388688325881958,,,,,,,,,,,,,,,
19,10649,3.4090967178344727,,,,,,,,,,,,,,,
19,10699,3.390961170196533,,,,,,,,,,,,,,,
19,10749,3.504473924636841,,,,,,,,,,,,,,,
19,10799,3.541928768157959,,,,,,,,,,,,,,,
19,10849,3.3942813873291016,,,,,,,,,,,,,,,
19,10899,3.4526209831237793,,,,,,,,,,,,,,,
19,10949,3.4198615550994873,,,,,,,,,,,,,,,
19,10999,3.4273200035095215,,,,,,,,,,,,,,,
19,10999,,,,,,,,,3.2794501781463623,0.7412964105606079,0.15571318566799164,2.382441997528076,3.2794504165649414,0.7412964105606079,0.15571318566799164,2.382441997528076
19,10999,,0.8224303126335144,0.17548491060733795,2.45080828666687,3.448723554611206,0.8224303126335144,0.17548491060733795,2.45080828666687,,,,,,,,
20,11049,3.4098024368286133,,,,,,,,,,,,,,,
20,11099,3.4358785152435303,,,,,,,,,,,,,,,
20,11149,3.3549718856811523,,,,,,,,,,,,,,,
20,11199,3.4175591468811035,,,,,,,,,,,,,,,
20,11249,3.516796827316284,,,,,,,,,,,,,,,
20,11299,3.457857847213745,,,,,,,,,,,,,,,
20,11349,3.4458675384521484,,,,,,,,,,,,,,,
20,11399,3.441796064376831,,,,,,,,,,,,,,,
20,11449,3.3685009479522705,,,,,,,,,,,,,,,
20,11499,3.457414150238037,,,,,,,,,,,,,,,
20,11549,3.4251365661621094,,,,,,,,,,,,,,,
20,11549,,,,,,,,,3.273508071899414,0.7401973605155945,0.15557602047920227,2.377735137939453,3.273508310317993,0.7401973605155945,0.15557602047920227,2.377735137939453
20,11549,,0.8197627663612366,0.17455536127090454,2.4462852478027344,3.4406027793884277,0.8197627663612366,0.17455536127090454,2.4462852478027344,,,,,,,,
21,11599,3.474142074584961,,,,,,,,,,,,,,,
21,11649,3.465473175048828,,,,,,,,,,,,,,,
21,11699,3.4236817359924316,,,,,,,,,,,,,,,
21,11749,3.4353790283203125,,,,,,,,,,,,,,,
21,11799,3.3794264793395996,,,,,,,,,,,,,,,
21,11849,3.4505271911621094,,,,,,,,,,,,,,,
21,11899,3.383366584777832,,,,,,,,,,,,,,,
21,11949,3.3594202995300293,,,,,,,,,,,,,,,
21,11999,3.4170100688934326,,,,,,,,,,,,,,,
21,12049,3.425567626953125,,,,,,,,,,,,,,,
21,12099,3.463982105255127,,,,,,,,,,,,,,,
21,12099,,,,,,,,,3.2650601863861084,0.734332263469696,0.15558461844921112,2.375143051147461,3.2650601863861084,0.734332263469696,0.15558461844921112,2.375143051147461
21,12099,,0.8112692832946777,0.17389021813869476,2.442741870880127,3.427900552749634,0.8112692832946777,0.17389021813869476,2.442741870880127,,,,,,,,
22,12149,3.439082145690918,,,,,,,,,,,,,,,
22,12199,3.415799140930176,,,,,,,,,,,,,,,
22,12249,3.419135332107544,,,,,,,,,,,,,,,
22,12299,3.456439256668091,,,,,,,,,,,,,,,
22,12349,3.3845229148864746,,,,,,,,,,,,,,,
22,12399,3.43172025680542,,,,,,,,,,,,,,,
22,12449,3.4182016849517822,,,,,,,,,,,,,,,
22,12499,3.389066219329834,,,,,,,,,,,,,,,
22,12549,3.3994107246398926,,,,,,,,,,,,,,,
22,12599,3.435094118118286,,,,,,,,,,,,,,,
22,12649,3.501753807067871,,,,,,,,,,,,,,,
22,12649,,,,,,,,,3.262672185897827,0.7350953221321106,0.155267596244812,2.372309446334839,3.2626724243164062,0.7350953221321106,0.155267596244812,2.372309446334839
22,12649,,0.8095170259475708,0.17311424016952515,2.43770432472229,3.4203381538391113,0.8095170259475708,0.17311424016952515,2.43770432472229,,,,,,,,
23,12699,3.4117326736450195,,,,,,,,,,,,,,,
23,12749,3.3376364707946777,,,,,,,,,,,,,,,
23,12799,3.4005961418151855,,,,,,,,,,,,,,,
23,12849,3.466251850128174,,,,,,,,,,,,,,,
23,12899,3.4250099658966064,,,,,,,,,,,,,,,
23,12949,3.451871395111084,,,,,,,,,,,,,,,
23,12999,3.4365148544311523,,,,,,,,,,,,,,,
23,13049,3.406245231628418,,,,,,,,,,,,,,,
23,13099,3.3697972297668457,,,,,,,,,,,,,,,
23,13149,3.3903393745422363,,,,,,,,,,,,,,,
23,13199,3.3953027725219727,,,,,,,,,,,,,,,
23,13199,,,,,,,,,3.2533206939697266,0.726763129234314,0.15518927574157715,2.3713676929473877,3.2533206939697266,0.726763129234314,0.15518927574157715,2.3713676929473877
23,13199,,0.8026120662689209,0.17237508296966553,2.43424654006958,3.4092350006103516,0.8026120662689209,0.17237508296966553,2.43424654006958,,,,,,,,
24,13249,3.3788888454437256,,,,,,,,,,,,,,,
24,13299,3.400524377822876,,,,,,,,,,,,,,,
24,13349,3.409513235092163,,,,,,,,,,,,,,,
24,13399,3.437859058380127,,,,,,,,,,,,,,,
24,13449,3.4914047718048096,,,,,,,,,,,,,,,
24,13499,3.3606481552124023,,,,,,,,,,,,,,,
24,13549,3.3755745887756348,,,,,,,,,,,,,,,
24,13599,3.5027599334716797,,,,,,,,,,,,,,,
24,13649,3.4621176719665527,,,,,,,,,,,,,,,
24,13699,3.3922486305236816,,,,,,,,,,,,,,,
24,13749,3.299891948699951,,,,,,,,,,,,,,,
24,13749,,,,,,,,,3.249964952468872,0.7266767621040344,0.15510256588459015,2.368185520172119,3.249964714050293,0.7266767621040344,0.15510256588459015,2.368185520172119
24,13749,,0.8034748435020447,0.17172512412071228,2.4312386512756348,3.4064393043518066,0.8034748435020447,0.17172512412071228,2.4312386512756348,,,,,,,,
25,13799,3.346073865890503,,,,,,,,,,,,,,,
25,13849,3.3530170917510986,,,,,,,,,,,,,,,
25,13899,3.3742969036102295,,,,,,,,,,,,,,,
25,13949,3.403201103210449,,,,,,,,,,,,,,,
25,13999,3.4235610961914062,,,,,,,,,,,,,,,
25,14049,3.358435869216919,,,,,,,,,,,,,,,
25,14099,3.3982019424438477,,,,,,,,,,,,,,,
25,14149,3.3335227966308594,,,,,,,,,,,,,,,
25,14199,3.368743419647217,,,,,,,,,,,,,,,
25,14249,3.445364475250244,,,,,,,,,,,,,,,
25,14299,3.3562064170837402,,,,,,,,,,,,,,,
25,14299,,,,,,,,,3.2391440868377686,0.7197175025939941,0.15508829057216644,2.364337682723999,3.2391440868377686,0.7197175025939941,0.15508829057216644,2.364337682723999
25,14299,,0.798853874206543,0.17104122042655945,2.4271302223205566,3.3970232009887695,0.798853874206543,0.17104122042655945,2.4271302223205566,,,,,,,,
26,14349,3.4401347637176514,,,,,,,,,,,,,,,
26,14399,3.502505302429199,,,,,,,,,,,,,,,
26,14449,3.3800811767578125,,,,,,,,,,,,,,,
26,14499,3.459533452987671,,,,,,,,,,,,,,,
26,14549,3.3935282230377197,,,,,,,,,,,,,,,
26,14599,3.3796682357788086,,,,,,,,,,,,,,,
26,14649,3.427464008331299,,,,,,,,,,,,,,,
26,14699,3.3248515129089355,,,,,,,,,,,,,,,
26,14749,3.354952335357666,,,,,,,,,,,,,,,
26,14799,3.491941213607788,,,,,,,,,,,,,,,
26,14849,3.399080753326416,,,,,,,,,,,,,,,
26,14849,,,,,,,,,3.2344555854797363,0.7162764668464661,0.1551554799079895,2.3630239963531494,3.2344555854797363,0.7162764668464661,0.1551554799079895,2.3630239963531494
26,14849,,0.7940679788589478,0.17045709490776062,2.4249086380004883,3.389435052871704,0.7940679788589478,0.17045709490776062,2.4249086380004883,,,,,,,,
27,14899,3.328456163406372,,,,,,,,,,,,,,,
27,14949,3.4044718742370605,,,,,,,,,,,,,,,
27,14999,3.380727767944336,,,,,,,,,,,,,,,
27,15049,3.4356131553649902,,,,,,,,,,,,,,,
27,15099,3.3257980346679688,,,,,,,,,,,,,,,
27,15149,3.3654003143310547,,,,,,,,,,,,,,,
27,15199,3.4965853691101074,,,,,,,,,,,,,,,
27,15249,3.3928117752075195,,,,,,,,,,,,,,,
27,15299,3.3397345542907715,,,,,,,,,,,,,,,
27,15349,3.3861663341522217,,,,,,,,,,,,,,,
27,15399,3.5072546005249023,,,,,,,,,,,,,,,
27,15399,,,,,,,,,3.23716402053833,0.7195711731910706,0.15490223467350006,2.3626902103424072,3.23716402053833,0.7195711731910706,0.15490223467350006,2.3626902103424072
27,15399,,0.790785014629364,0.16994783282279968,2.4231488704681396,3.3838820457458496,0.790785014629364,0.16994783282279968,2.4231488704681396,,,,,,,,
28,15449,3.435310125350952,,,,,,,,,,,,,,,
28,15499,3.343960762023926,,,,,,,,,,,,,,,
28,15549,3.326566219329834,,,,,,,,,,,,,,,
28,15599,3.4779677391052246,,,,,,,,,,,,,,,
28,15649,3.4258596897125244,,,,,,,,,,,,,,,
28,15699,3.39516019821167,,,,,,,,,,,,,,,
28,15749,3.3992559909820557,,,,,,,,,,,,,,,
28,15799,3.4865164756774902,,,,,,,,,,,,,,,
28,15849,3.372931480407715,,,,,,,,,,,,,,,
28,15899,3.362525463104248,,,,,,,,,,,,,,,
28,15949,3.340625047683716,,,,,,,,,,,,,,,
28,15949,,,,,,,,,3.2301321029663086,0.7147547006607056,0.15483905375003815,2.3605382442474365,3.2301321029663086,0.7147547006607056,0.15483905375003815,2.3605382442474365
28,15949,,0.7912827134132385,0.16945293545722961,2.4199233055114746,3.3806607723236084,0.7912827134132385,0.16945293545722961,2.4199233055114746,,,,,,,,
29,15999,3.320345401763916,,,,,,,,,,,,,,,
